Proje_ID,Bolge,Sehir,Proje_Tipi,Konut_Sayisi,Konut_Fiyati_TL,Toplam_Basvuru,Kura_Kazanma_Sansi_Yuzde,Pesinat_Orani_Yuzde,Pesinat_Tutari_TL,Vade_Ay,Baslangic_Taksiti_TL,Proje_Durumu
TOKI_2026_040334,Ege,Izmir,Kentsel Donusum,481,3435000.0,5315,9.05,20,687000.0,180,15000.0,Insaat Halinde
TOKI_2026_040335,Ic Anadolu,Kayseri,Orta Gelir Konut,852,2023000.0,1763,48.33,20,405000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040336,Ic Anadolu,Ankara,Kentsel Donusum,1260,3244000.0,14073,8.95,20,649000.0,180,14000.0,Planlama Asamasinda
TOKI_2026_040337,Ic Anadolu,Kayseri,Kentsel Donusum,2282,1924000.0,5188,43.99,20,385000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040338,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),2385,1202000.0,15772,15.12,10,120000.0,240,5000.0,Tamamlandi
TOKI_2026_040339,Güneydogu Anadolu,Adiyaman,Sosyal Konut (Alt Gelir),2269,1040000.0,9652,23.51,10,104000.0,240,4000.0,Tamamlandi
TOKI_2026_040340,Ege,Izmir,Sosyal Konut (Alt Gelir),2969,1788000.0,47903,6.2,10,179000.0,240,7000.0,Tamamlandi
TOKI_2026_040341,Ic Anadolu,Kirikkale,Sosyal Konut (Alt Gelir),2448,1330000.0,12951,18.9,10,133000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_040342,Ic Anadolu,Ankara,Kentsel Donusum,2591,3219000.0,25517,10.15,20,644000.0,180,14000.0,Tamamlandi
TOKI_2026_040343,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),384,1551000.0,7216,5.32,10,155000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_040344,Marmara,Kirklareli,Sosyal Konut (Alt Gelir),1114,1168000.0,10006,11.13,10,117000.0,240,4000.0,Tamamlandi
TOKI_2026_040345,Dogu Anadolu,Agri,Orta Gelir Konut,1182,2173000.0,5804,20.37,20,435000.0,180,10000.0,Tamamlandi
TOKI_2026_040346,Dogu Anadolu,Bingol,Sosyal Konut (Alt Gelir),2791,1344000.0,15672,17.81,10,134000.0,240,5000.0,Insaat Halinde
TOKI_2026_040347,Dogu Anadolu,Van,Kentsel Donusum,934,1886000.0,2761,33.83,20,377000.0,180,8000.0,Tamamlandi
TOKI_2026_040348,Marmara,Bilecik,Sosyal Konut (Alt Gelir),255,1491000.0,3954,6.45,10,149000.0,240,6000.0,Insaat Halinde
TOKI_2026_040349,Dogu Anadolu,Tunceli,Sosyal Konut (Alt Gelir),2710,1094000.0,16278,16.65,10,109000.0,240,4000.0,Tamamlandi
TOKI_2026_040350,Ic Anadolu,Kayseri,Sosyal Konut (Alt Gelir),1602,1028000.0,7433,21.55,10,103000.0,240,4000.0,Insaat Halinde
TOKI_2026_040351,Dogu Anadolu,Elazig,Sosyal Konut (Alt Gelir),743,1267000.0,5290,14.05,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_040352,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2490,1561000.0,83787,2.97,10,156000.0,240,6000.0,Tamamlandi
TOKI_2026_040353,Ic Anadolu,Ankara,Orta Gelir Konut,1286,3461000.0,10686,12.03,20,692000.0,180,15000.0,Planlama Asamasinda
TOKI_2026_040354,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1237,1874000.0,17876,6.92,10,187000.0,240,7000.0,Insaat Halinde
TOKI_2026_040355,Ege,Afyonkarahisar,Sosyal Konut (Alt Gelir),2497,1544000.0,20034,12.46,10,154000.0,240,6000.0,Tamamlandi
TOKI_2026_040356,Akdeniz,Adana,Orta Gelir Konut,2557,2452000.0,7822,32.69,20,490000.0,180,11000.0,Tamamlandi
TOKI_2026_040357,Ege,Izmir,Sosyal Konut (Alt Gelir),2136,1952000.0,40159,5.32,10,195000.0,240,7000.0,Insaat Halinde
TOKI_2026_040358,Marmara,Bilecik,Sosyal Konut (Alt Gelir),291,1411000.0,4688,6.21,10,141000.0,240,5000.0,Insaat Halinde
TOKI_2026_040359,Dogu Anadolu,Erzincan,Sosyal Konut (Alt Gelir),913,993000.0,7250,12.59,10,99000.0,240,4000.0,Insaat Halinde
TOKI_2026_040360,Marmara,Bursa,Kentsel Donusum,2761,2524000.0,32502,8.49,20,505000.0,180,11000.0,Tamamlandi
TOKI_2026_040361,Karadeniz,Rize,Kentsel Donusum,2554,2114000.0,10665,23.95,20,423000.0,180,9000.0,Insaat Halinde
TOKI_2026_040362,Güneydogu Anadolu,Gaziantep,Kentsel Donusum,2580,2200000.0,7711,33.46,20,440000.0,180,10000.0,Insaat Halinde
TOKI_2026_040363,Marmara,Istanbul,Sosyal Konut (Alt Gelir),450,1723000.0,16557,2.72,10,172000.0,240,6000.0,Insaat Halinde
TOKI_2026_040364,Ic Anadolu,Kirikkale,Sosyal Konut (Alt Gelir),80,915000.0,719,11.13,10,91000.0,240,3000.0,Tamamlandi
TOKI_2026_040365,Güneydogu Anadolu,Kilis,Sosyal Konut (Alt Gelir),2807,1319000.0,13160,21.33,10,132000.0,240,5000.0,Tamamlandi
TOKI_2026_040366,Ic Anadolu,Aksaray,Sosyal Konut (Alt Gelir),443,974000.0,2271,19.51,10,97000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_040367,Karadeniz,Karabuk,Sosyal Konut (Alt Gelir),535,891000.0,2569,20.83,10,89000.0,240,3000.0,Tamamlandi
TOKI_2026_040368,Ege,Izmir,Sosyal Konut (Alt Gelir),2638,1638000.0,63949,4.13,10,164000.0,240,6000.0,Insaat Halinde
TOKI_2026_040369,Ege,Afyonkarahisar,Sosyal Konut (Alt Gelir),2989,1528000.0,46202,6.47,10,153000.0,240,6000.0,Insaat Halinde
TOKI_2026_040370,Marmara,Bursa,Sosyal Konut (Alt Gelir),1920,1426000.0,47704,4.02,10,143000.0,240,5000.0,Tamamlandi
TOKI_2026_040371,Güneydogu Anadolu,Gaziantep,Orta Gelir Konut,263,1963000.0,803,32.75,20,393000.0,180,9000.0,Tamamlandi
TOKI_2026_040372,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),826,1212000.0,7332,11.27,10,121000.0,240,5000.0,Insaat Halinde
TOKI_2026_040373,Ic Anadolu,Eskisehir,Sosyal Konut (Alt Gelir),2803,924000.0,17955,15.61,10,92000.0,240,3000.0,Insaat Halinde
TOKI_2026_040374,Dogu Anadolu,Agri,Sosyal Konut (Alt Gelir),969,1302000.0,5580,17.37,10,130000.0,240,5000.0,Insaat Halinde
TOKI_2026_040375,Güneydogu Anadolu,Siirt,Sosyal Konut (Alt Gelir),900,1162000.0,4409,20.41,10,116000.0,240,4000.0,Tamamlandi
TOKI_2026_040376,Marmara,Edirne,Sosyal Konut (Alt Gelir),2915,1210000.0,38175,7.64,10,121000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_040377,Dogu Anadolu,Elazig,Sosyal Konut (Alt Gelir),778,1209000.0,5116,15.21,10,121000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_040378,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),1817,1116000.0,12436,14.61,10,112000.0,240,4000.0,Tamamlandi
TOKI_2026_040379,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),626,1063000.0,4586,13.65,10,106000.0,240,4000.0,Tamamlandi
TOKI_2026_040380,Güneydogu Anadolu,Gaziantep,Orta Gelir Konut,2710,2099000.0,8000,33.88,20,420000.0,180,9000.0,Insaat Halinde
TOKI_2026_040381,Ic Anadolu,Ankara,Orta Gelir Konut,2531,3500000.0,15250,16.6,20,700000.0,180,16000.0,Tamamlandi
TOKI_2026_040382,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2459,1692000.0,40204,6.12,10,169000.0,240,6000.0,Insaat Halinde
TOKI_2026_040383,Akdeniz,Mersin,Kentsel Donusum,2600,2703000.0,12171,21.36,20,541000.0,180,12000.0,Tamamlandi
TOKI_2026_040384,Dogu Anadolu,Agri,Kentsel Donusum,588,1898000.0,1889,31.13,20,380000.0,180,8000.0,Insaat Halinde
TOKI_2026_040385,Akdeniz,Burdur,Kentsel Donusum,1008,2443000.0,4967,20.29,20,489000.0,180,11000.0,Tamamlandi
TOKI_2026_040386,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2277,1034000.0,9624,23.66,10,103000.0,240,4000.0,Tamamlandi
TOKI_2026_040387,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),1488,1337000.0,9095,16.36,10,134000.0,240,5000.0,Insaat Halinde
TOKI_2026_040388,Ic Anadolu,Yozgat,Sosyal Konut (Alt Gelir),2987,960000.0,25457,11.73,10,96000.0,240,4000.0,Tamamlandi
TOKI_2026_040389,Ic Anadolu,Nevsehir,Orta Gelir Konut,2292,1952000.0,9573,23.94,20,390000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040390,Akdeniz,Antalya,Orta Gelir Konut,1508,2794000.0,21105,7.15,20,559000.0,180,12000.0,Insaat Halinde
TOKI_2026_040391,Dogu Anadolu,Hakkari,Kentsel Donusum,2926,1944000.0,14101,20.75,20,389000.0,180,9000.0,Insaat Halinde
TOKI_2026_040392,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),908,1814000.0,16683,5.44,10,181000.0,240,7000.0,Tamamlandi
TOKI_2026_040393,Marmara,Kirklareli,Sosyal Konut (Alt Gelir),2190,1321000.0,30671,7.14,10,132000.0,240,5000.0,Insaat Halinde
TOKI_2026_040394,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1673,1985000.0,46744,3.58,10,199000.0,240,7000.0,Tamamlandi
TOKI_2026_040395,Güneydogu Anadolu,Batman,Kentsel Donusum,1428,2001000.0,3100,46.06,20,400000.0,180,9000.0,Tamamlandi
TOKI_2026_040396,Ege,Manisa,Sosyal Konut (Alt Gelir),1377,1291000.0,14565,9.45,10,129000.0,240,5000.0,Tamamlandi
TOKI_2026_040397,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),1809,1092000.0,13148,13.76,10,109000.0,240,4000.0,Insaat Halinde
TOKI_2026_040398,Akdeniz,Adana,Sosyal Konut (Alt Gelir),1005,1461000.0,7541,13.33,10,146000.0,240,5000.0,Insaat Halinde
TOKI_2026_040399,Marmara,Istanbul,Kentsel Donusum,288,3221000.0,5952,4.84,20,644000.0,180,14000.0,Insaat Halinde
TOKI_2026_040400,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2301,1134000.0,9839,23.39,10,113000.0,240,4000.0,Insaat Halinde
TOKI_2026_040401,Akdeniz,Antalya,Kentsel Donusum,1221,2507000.0,13273,9.2,20,501000.0,180,11000.0,Tamamlandi
TOKI_2026_040402,Dogu Anadolu,Mus,Sosyal Konut (Alt Gelir),599,904000.0,4182,14.32,10,90000.0,240,3000.0,Insaat Halinde
TOKI_2026_040403,Marmara,Istanbul,Kentsel Donusum,776,3133000.0,10212,7.6,20,627000.0,180,14000.0,Tamamlandi
TOKI_2026_040404,Karadeniz,Ordu,Sosyal Konut (Alt Gelir),1363,1096000.0,12147,11.22,10,110000.0,240,4000.0,Tamamlandi
TOKI_2026_040405,Ic Anadolu,Sivas,Sosyal Konut (Alt Gelir),1216,1165000.0,8190,14.85,10,116000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_040406,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),1556,1093000.0,10500,14.82,10,109000.0,240,4000.0,Insaat Halinde
TOKI_2026_040407,Karadeniz,Sinop,Sosyal Konut (Alt Gelir),2535,1224000.0,19982,12.69,10,122000.0,240,5000.0,Insaat Halinde
TOKI_2026_040408,Marmara,Istanbul,Kentsel Donusum,1000,3395000.0,12325,8.11,20,679000.0,180,15000.0,Insaat Halinde
TOKI_2026_040409,Güneydogu Anadolu,Sirnak,Sosyal Konut (Alt Gelir),1425,1039000.0,5633,25.3,10,104000.0,240,4000.0,Tamamlandi
TOKI_2026_040410,Güneydogu Anadolu,Batman,Sosyal Konut (Alt Gelir),260,1065000.0,1295,20.08,10,106000.0,240,4000.0,Insaat Halinde
TOKI_2026_040411,Akdeniz,Adana,Sosyal Konut (Alt Gelir),2172,1456000.0,19344,11.23,10,146000.0,240,5000.0,Tamamlandi
TOKI_2026_040412,Karadeniz,Corum,Sosyal Konut (Alt Gelir),1818,1130000.0,11171,16.27,10,113000.0,240,4000.0,Insaat Halinde
TOKI_2026_040413,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1292,1702000.0,58120,2.22,10,170000.0,240,6000.0,Tamamlandi
TOKI_2026_040414,Dogu Anadolu,Kars,Orta Gelir Konut,1956,2026000.0,6932,28.22,20,405000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040415,Ic Anadolu,Ankara,Orta Gelir Konut,1996,3342000.0,17705,11.27,20,668000.0,180,15000.0,Tamamlandi
TOKI_2026_040416,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1748,1755000.0,41829,4.18,10,176000.0,240,7000.0,Tamamlandi
TOKI_2026_040417,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2188,1634000.0,94737,2.31,10,163000.0,240,6000.0,Tamamlandi
TOKI_2026_040418,Ege,Izmir,Sosyal Konut (Alt Gelir),1791,1964000.0,30309,5.91,10,196000.0,240,7000.0,Tamamlandi
TOKI_2026_040419,Marmara,Bursa,Sosyal Konut (Alt Gelir),2807,1244000.0,59632,4.71,10,124000.0,240,5000.0,Tamamlandi
TOKI_2026_040420,Karadeniz,Corum,Sosyal Konut (Alt Gelir),116,1205000.0,852,13.62,10,121000.0,240,5000.0,Insaat Halinde
TOKI_2026_040421,Marmara,Istanbul,Kentsel Donusum,2436,3149000.0,56237,4.33,20,630000.0,180,14000.0,Insaat Halinde
TOKI_2026_040422,Akdeniz,Mersin,Sosyal Konut (Alt Gelir),2618,1418000.0,14066,18.61,10,142000.0,240,5000.0,Insaat Halinde
TOKI_2026_040423,Karadeniz,Amasya,Sosyal Konut (Alt Gelir),621,1135000.0,2515,24.69,10,113000.0,240,4000.0,Tamamlandi
TOKI_2026_040424,Ic Anadolu,Ankara,Orta Gelir Konut,1897,3531000.0,25101,7.56,20,706000.0,180,16000.0,Tamamlandi
TOKI_2026_040425,Güneydogu Anadolu,Adiyaman,Orta Gelir Konut,2757,1792000.0,6714,41.06,20,358000.0,180,8000.0,Tamamlandi
TOKI_2026_040426,Marmara,Canakkale,Sosyal Konut (Alt Gelir),1526,1457000.0,13884,10.99,10,146000.0,240,5000.0,Insaat Halinde
TOKI_2026_040427,Dogu Anadolu,Tunceli,Kentsel Donusum,1070,2066000.0,2856,37.46,20,413000.0,180,9000.0,Insaat Halinde
TOKI_2026_040428,Karadeniz,Bayburt,Orta Gelir Konut,375,1820000.0,762,49.21,20,364000.0,180,8000.0,Planlama Asamasinda
TOKI_2026_040429,Marmara,Bilecik,Orta Gelir Konut,1720,2738000.0,13616,12.63,20,548000.0,180,12000.0,Planlama Asamasinda
TOKI_2026_040430,Ege,Denizli,Sosyal Konut (Alt Gelir),569,1517000.0,5983,9.51,10,152000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_040431,Dogu Anadolu,Van,Sosyal Konut (Alt Gelir),2994,908000.0,26751,11.19,10,91000.0,240,3000.0,Tamamlandi
TOKI_2026_040432,Ege,Mugla,Sosyal Konut (Alt Gelir),1692,1372000.0,12249,13.81,10,137000.0,240,5000.0,Insaat Halinde
TOKI_2026_040433,Karadeniz,Gumushane,Orta Gelir Konut,1105,1963000.0,4535,24.37,20,393000.0,180,9000.0,Tamamlandi
TOKI_2026_040434,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1336,1997000.0,34570,3.86,10,200000.0,240,7000.0,Insaat Halinde
TOKI_2026_040435,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),2317,1327000.0,20532,11.28,10,133000.0,240,5000.0,Insaat Halinde
TOKI_2026_040436,Ege,Izmir,Kentsel Donusum,663,3256000.0,7492,8.85,20,651000.0,180,14000.0,Insaat Halinde
TOKI_2026_040437,Ic Anadolu,Kayseri,Kentsel Donusum,2663,1781000.0,5528,48.17,20,356000.0,180,8000.0,Tamamlandi
TOKI_2026_040438,Güneydogu Anadolu,Diyarbakir,Sosyal Konut (Alt Gelir),2325,1167000.0,9871,23.55,10,117000.0,240,4000.0,Tamamlandi
TOKI_2026_040439,Karadeniz,Bayburt,Kentsel Donusum,1679,2190000.0,4959,33.86,20,438000.0,180,10000.0,Insaat Halinde
TOKI_2026_040440,Ege,Izmir,Orta Gelir Konut,1176,3470000.0,14930,7.88,20,694000.0,180,15000.0,Tamamlandi
TOKI_2026_040441,Akdeniz,Antalya,Orta Gelir Konut,2363,2646000.0,18606,12.7,20,529000.0,180,12000.0,Insaat Halinde
TOKI_2026_040442,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),246,1048000.0,1869,13.16,10,105000.0,240,4000.0,Tamamlandi
TOKI_2026_040443,Dogu Anadolu,Tunceli,Orta Gelir Konut,2458,2073000.0,10348,23.75,20,415000.0,180,9000.0,Insaat Halinde
TOKI_2026_040444,Marmara,Istanbul,Kentsel Donusum,2995,3178000.0,69358,4.32,20,636000.0,180,14000.0,Planlama Asamasinda
TOKI_2026_040445,Marmara,Istanbul,Sosyal Konut (Alt Gelir),133,1687000.0,5316,2.5,10,169000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_040446,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2526,1862000.0,55234,4.57,10,186000.0,240,7000.0,Planlama Asamasinda
TOKI_2026_040447,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),2011,1172000.0,18024,11.16,10,117000.0,240,4000.0,Tamamlandi
TOKI_2026_040448,Marmara,Bursa,Sosyal Konut (Alt Gelir),1085,1353000.0,19135,5.67,10,135000.0,240,5000.0,Insaat Halinde
TOKI_2026_040449,Güneydogu Anadolu,Diyarbakir,Sosyal Konut (Alt Gelir),1586,1228000.0,6085,26.06,10,123000.0,240,5000.0,Insaat Halinde
TOKI_2026_040450,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),609,1656000.0,12613,4.83,10,166000.0,240,6000.0,Tamamlandi
TOKI_2026_040451,Ege,Izmir,Sosyal Konut (Alt Gelir),1139,1711000.0,23473,4.85,10,171000.0,240,6000.0,Tamamlandi
TOKI_2026_040452,Marmara,Bursa,Orta Gelir Konut,835,2377000.0,6048,13.81,20,475000.0,180,11000.0,Tamamlandi
TOKI_2026_040453,Dogu Anadolu,Van,Kentsel Donusum,1705,1798000.0,6603,25.82,20,360000.0,180,8000.0,Tamamlandi
TOKI_2026_040454,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1677,1877000.0,30298,5.54,10,188000.0,240,7000.0,Tamamlandi
TOKI_2026_040455,Marmara,Bursa,Sosyal Konut (Alt Gelir),2776,1594000.0,41685,6.66,10,159000.0,240,6000.0,Tamamlandi
TOKI_2026_040456,Ic Anadolu,Kirsehir,Sosyal Konut (Alt Gelir),2314,1134000.0,12982,17.82,10,113000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_040457,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),376,1565000.0,6169,6.09,10,157000.0,240,6000.0,Insaat Halinde
TOKI_2026_040458,Ege,Izmir,Sosyal Konut (Alt Gelir),1863,1668000.0,31846,5.85,10,167000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_040459,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),1908,1158000.0,7878,24.22,10,116000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_040460,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),2200,1343000.0,9879,22.27,10,134000.0,240,5000.0,Tamamlandi
TOKI_2026_040461,Marmara,Kocaeli,Kentsel Donusum,2586,2549000.0,14009,18.46,20,510000.0,180,11000.0,Insaat Halinde
TOKI_2026_040462,Ege,Mugla,Orta Gelir Konut,780,2535000.0,6862,11.37,20,507000.0,180,11000.0,Insaat Halinde
TOKI_2026_040463,Marmara,Bursa,Sosyal Konut (Alt Gelir),1523,1540000.0,38254,3.98,10,154000.0,240,6000.0,Tamamlandi
TOKI_2026_040464,Marmara,Bilecik,Sosyal Konut (Alt Gelir),2464,1523000.0,38841,6.34,10,152000.0,240,6000.0,Tamamlandi
TOKI_2026_040465,Ege,Denizli,Sosyal Konut (Alt Gelir),1100,1503000.0,10467,10.51,10,150000.0,240,6000.0,Insaat Halinde
TOKI_2026_040466,Karadeniz,Karabuk,Sosyal Konut (Alt Gelir),2731,1097000.0,23133,11.81,10,110000.0,240,4000.0,Tamamlandi
TOKI_2026_040467,Karadeniz,Gumushane,Sosyal Konut (Alt Gelir),2490,1152000.0,10724,23.22,10,115000.0,240,4000.0,Insaat Halinde
TOKI_2026_040468,Akdeniz,Adana,Sosyal Konut (Alt Gelir),2006,1493000.0,13705,14.64,10,149000.0,240,6000.0,Tamamlandi
TOKI_2026_040469,Ege,Denizli,Orta Gelir Konut,1078,2651000.0,7045,15.3,20,530000.0,180,12000.0,Tamamlandi
TOKI_2026_040470,Güneydogu Anadolu,Gaziantep,Orta Gelir Konut,915,1730000.0,2366,38.67,20,346000.0,180,8000.0,Tamamlandi
TOKI_2026_040471,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2154,1672000.0,28625,7.52,10,167000.0,240,6000.0,Tamamlandi
TOKI_2026_040472,Marmara,Istanbul,Orta Gelir Konut,2915,3324000.0,59773,4.88,20,665000.0,180,15000.0,Planlama Asamasinda
TOKI_2026_040473,Marmara,Bursa,Sosyal Konut (Alt Gelir),2066,1210000.0,27136,7.61,10,121000.0,240,5000.0,Insaat Halinde
TOKI_2026_040474,Akdeniz,Adana,Sosyal Konut (Alt Gelir),2451,1579000.0,13748,17.83,10,158000.0,240,6000.0,Insaat Halinde
TOKI_2026_040475,Karadeniz,Sinop,Sosyal Konut (Alt Gelir),1773,1290000.0,11269,15.73,10,129000.0,240,5000.0,Insaat Halinde
TOKI_2026_040476,Ic Anadolu,Kayseri,Kentsel Donusum,1616,1852000.0,7823,20.66,20,370000.0,180,8000.0,Insaat Halinde
TOKI_2026_040477,Güneydogu Anadolu,Adiyaman,Sosyal Konut (Alt Gelir),1429,928000.0,5452,26.21,10,93000.0,240,3000.0,Insaat Halinde
TOKI_2026_040478,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),712,980000.0,5552,12.82,10,98000.0,240,4000.0,Insaat Halinde
TOKI_2026_040479,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),54,980000.0,282,19.15,10,98000.0,240,4000.0,Tamamlandi
TOKI_2026_040480,Güneydogu Anadolu,Sanliurfa,Kentsel Donusum,650,2089000.0,2514,25.86,20,418000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040481,Akdeniz,Burdur,Orta Gelir Konut,2548,2397000.0,6514,39.12,20,479000.0,180,11000.0,Insaat Halinde
TOKI_2026_040482,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),317,1541000.0,4880,6.5,10,154000.0,240,6000.0,Tamamlandi
TOKI_2026_040483,Marmara,Sakarya,Kentsel Donusum,377,2660000.0,1840,20.49,20,532000.0,180,12000.0,Planlama Asamasinda
TOKI_2026_040484,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),172,1227000.0,4124,4.17,10,123000.0,240,5000.0,Insaat Halinde
TOKI_2026_040485,Akdeniz,Burdur,Orta Gelir Konut,2305,2511000.0,5593,41.21,20,502000.0,180,11000.0,Tamamlandi
TOKI_2026_040486,Marmara,Sakarya,Sosyal Konut (Alt Gelir),305,1150000.0,4079,7.48,10,115000.0,240,4000.0,Insaat Halinde
TOKI_2026_040487,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),92,1309000.0,538,17.1,10,131000.0,240,5000.0,Insaat Halinde
TOKI_2026_040488,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),868,1370000.0,19016,4.56,10,137000.0,240,5000.0,Tamamlandi
TOKI_2026_040489,Ege,Denizli,Sosyal Konut (Alt Gelir),2394,1158000.0,37641,6.36,10,116000.0,240,4000.0,Tamamlandi
TOKI_2026_040490,Ege,Denizli,Sosyal Konut (Alt Gelir),161,1416000.0,2315,6.95,10,142000.0,240,5000.0,Insaat Halinde
TOKI_2026_040491,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2870,1110000.0,16698,17.19,10,111000.0,240,4000.0,Tamamlandi
TOKI_2026_040492,Marmara,Bursa,Orta Gelir Konut,311,2650000.0,2725,11.41,20,530000.0,180,12000.0,Tamamlandi
TOKI_2026_040493,Ege,Izmir,Kentsel Donusum,2203,3489000.0,28117,7.84,20,698000.0,180,16000.0,Insaat Halinde
TOKI_2026_040494,Dogu Anadolu,Iğdir,Orta Gelir Konut,450,1755000.0,1453,30.97,20,351000.0,180,8000.0,Planlama Asamasinda
TOKI_2026_040495,Güneydogu Anadolu,Gaziantep,Orta Gelir Konut,2918,1792000.0,6443,45.29,20,358000.0,180,8000.0,Insaat Halinde
TOKI_2026_040496,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),2916,1033000.0,20256,14.4,10,103000.0,240,4000.0,Tamamlandi
TOKI_2026_040497,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2908,1959000.0,47717,6.09,10,196000.0,240,7000.0,Insaat Halinde
TOKI_2026_040498,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),1429,1223000.0,12474,11.46,10,122000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_040499,Dogu Anadolu,Erzincan,Sosyal Konut (Alt Gelir),189,973000.0,1675,11.28,10,97000.0,240,4000.0,Insaat Halinde
TOKI_2026_040500,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),2166,1438000.0,52228,4.15,10,144000.0,240,5000.0,Tamamlandi
TOKI_2026_040501,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),2984,1212000.0,52873,5.64,10,121000.0,240,5000.0,Insaat Halinde
TOKI_2026_040502,Güneydogu Anadolu,Sanliurfa,Orta Gelir Konut,638,1953000.0,1932,33.02,20,391000.0,180,9000.0,Tamamlandi
TOKI_2026_040503,Güneydogu Anadolu,Siirt,Kentsel Donusum,1766,2056000.0,4149,42.56,20,411000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040504,Dogu Anadolu,Hakkari,Orta Gelir Konut,978,2117000.0,2132,45.87,20,423000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_040505,Karadeniz,Zonguldak,Orta Gelir Konut,1732,2170000.0,8549,20.26,20,434000.0,180,10000.0,Tamamlandi
TOKI_2026_040506,Marmara,Canakkale,Sosyal Konut (Alt Gelir),2326,1386000.0,21089,11.03,10,139000.0,240,5000.0,Insaat Halinde
TOKI_2026_040507,Ic Anadolu,Cankiri,Kentsel Donusum,2841,1776000.0,8626,32.94,20,355000.0,180,8000.0,Insaat Halinde
TOKI_2026_040508,Marmara,Bursa,Kentsel Donusum,471,2788000.0,3102,15.18,20,558000.0,180,12000.0,Insaat Halinde
TOKI_2026_040509,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),1747,1105000.0,11283,15.48,10,111000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_040510,Marmara,Kocaeli,Orta Gelir Konut,1636,2565000.0,12188,13.42,20,513000.0,180,11000.0,Tamamlandi
TOKI_2026_040511,Karadeniz,Bayburt,Sosyal Konut (Alt Gelir),922,1235000.0,6683,13.8,10,124000.0,240,5000.0,Tamamlandi
